CEFR_Level,Text
B1,Mary I'm sending this e-mail to review the results
A1,Rio de Janeiro City is beautiful and exciting. The city has some great buildings and noisy restaurants. There are a lot of expensive shops. Rio de Janeiro is a wonderful city!
A1,"My name's Helizes, I'm 34."
B2,"Hi, Anna! I've found an absolutely amazing job for you. Let me tell you why you should apply for this job. Flosssington Zoo is currently looking for a zookeeper who will prepare food for their animals and feed them on a daily basis. I belive this job is by far the most suitable one for you as you wanted to work with animals. The annual salary of $50,000 totally amazing considering the workload what you should do everyday. The benefits include full accident insurance and one month holiday every year. On top of that, they will provide you regular trips to observe wild crocodiles. Sounds exhilarating, isn't it? As this job is so popular, I urge you to apply for it as soon as possible. Anna, if you are interested in this position, please let me know. Hope you like this job Regards, Hyo-Jin"
A1,"Hi teacker, My name's Andrea. I'm thirty years old. I lives in Italy. I'm tall and slim. My hair and my eyes is black. I'm a production planner and I'm married with Sara. Bye Bye"
A1,"My favorite day is sunday. At 12 o'clock in the morning, I have a lunch with my family. In the afternoon, I surf internet. In the evening, I watch TV, I surf internet. At 12 o'clock, I go to bed."
B1,"Hi darling, Im very flattered with your words, but lately I've worked hard and spent more time at home. I'm adapting to a new life. Hanging out with friends every weekend and single no longer belong to me anymore. Actually, I got married at the end of last year. Now, I'm fully dedicated to my wife that I hope to build a beautiful family. I'm sorry to be saying this to you but I'm being honest. I wish that you find someone who can make you happy. I also hope that we can keep our friendship. Goodbye,"
A1,"Hi,"
A1,I am not
A1,I wake up
A1,"Hi! My name isTina. I'm from chinese.I live in FuZhou.I'm twelve. There are four people in my family.They are: my mother,my grand father , my grand mother. I can speak Chinese, English.I can xing, dance,but ,I can't cook. Bye!"
A1,"I'm really sorry about the weather, but you are on vacation and you should find a way to enjoy. You can go for"
A2,"I work on project at a client. I have two project manager. Sometimes, I talk on the phone to solve problems from another teams. I always make technical specification. I love my job because it's exciting and every day have new things to do."
B1,I am optimistic about the future. I believe that the technology will dominate countries. The people will take care of the environment. We will have a lot of robots and they will do all the work for us. We will not go to
A1,"there are thirty pens,fifteen pencils,twelve desks and fourteen chairs. And there are also thirteen computers,sixteen keyboards,sixteen headphones.and one table.That's all."
A1,"Hi! Most people in my country enjoy playing soccer. Many people like watching ice hockey. Some people like playing basketball. In the summer,"
A1,hello my name is Echo. i'm 22 years old. i learn english now.nice to meet you.
A1,"Hi! This is the menu: Chicken, vegetables, noodles and cheese. Drinks: Juice and Water Dessert: Ice cream I see you long Lidiane"
B2,Hi Anna! I've found an absolutely amazing job for you. Let me tell you why you should apply
A1,"In my office there are a lot of computers and people. There are some meeting rooms and there are a few restrooms. There''s a kitchen,"
A2,"My name is Lisa. I live in Taipei, Taiwan. Taiwan is a small island on the Pacific Ocean. There are over one hundred mountains in Taiwan. There are various animals, plants, and"
A1,"Hi, Lucy,Kkkkkkkk."
B1,"1. Name of company - Blue Cruise Alaska 2. The ship wasn't new and it wasn't a cruise ship; it was a horrible boat. 3. The cabin was dirty and full of ants; beds were uncomfortable; bathrooms were dirty and disgusting 4. The captain was unfriendly and unprofessional. 5. They didn't see most of the animals they were promised 6. The package wasn't include all expenses, there were extra, hidden charges"
B2,I think about life almost all
B1,To whom it may concern: I am writing in response to your online ad for a deck cadet.
B1,"Here is a retro TV for sale. This will look fantastic in your house. The TV is just 3000RMB,it is great value for money. It is very easily for using. First, plug it on. Then click the on/off button to swith it on. Select the channel you like to watch. Waiting for what? Contact me,and you will get it right now."
A1,Most people in my country love watching soccer. Many people
C1,"I can tell that in my case some needs and goals using Maslow's hierarchy aren't being met yet .Firstly, the physiological needs are been met without any problem . But for the second level of security ,my situation is a little bit more complex . I had realised a estate project five years ago and I had suffered from the crisis . I had had more difficulties to sell it . This situation had had actually a bad impact in my life because I had invest all my economies in this project and financially I am not secure . For the third level of love and affection , I don't have any problem because I am happy in my life with my family despite this anormal situation whish necessarily have a negative influence about my confidence and esteem of myself .Consequently , I am not now self-actualized . But the situation is following actually a good trend and the two needs of security and confidence will be resolved .I am sure that I will be self-actualized in this case and I could be take a new beginning in my professional life ."
A1,"Hi! My name is Marco. I am from China. I can speak chinese and english. There are three persons in my familily. My father, my mother, and me. My father is a business man. My mother is a housewife. I am a consultant. I work in a IT company. I like eating vegetable, meat, and fruit. The dessert is my favorite. How about you? Best wishes Marco"
A2,"My nome is Jorge. I was in 1976. When I was young i live in Santos I study in nexte my house later I work onboard, knowing, several coutrys with ship, knowing culture differents and now study inglish for enlarge my vocabulary, i need study to munch, i ask helppme englishtown tanks"
A1,"Hello Jonathan. I'm not in my home but you can arrive there, I leave a map on the table, The map show where is the department stores, the museum, the bank if you need money, the park and others places, the bank is next to the home, the park is opossite the museum if you have dudes you can call me. Regards, see you soon."
A2,I work in
A1,"Hi my name is Silvia! Im thirty two years old i am from mexico. i have four people living in my family they are Omar who is fourteen, Elvia who is ten, and Stephanie who is two they are waderful kids. And i have a mother and a father who live in mexico. My mother is sixty two years old and my father is sixty five years old. It was nice meating you and please write back soon."
A2,"I live in Rio de Janeiro, Brazil. I think"
A2,"Hi Dad and Mam I'm going to music festival from 7th August to 14th August ,The ticket cost 20 pound ,I'll sleep in a tent ,I'm taking a tent ,T-shirt,shorts ,sunscreen, and rain jacket because it'll maybe rain ,I'm going to listen to pop and dance music . Mahmoud Bye"
